Tag,List,Class,Drawn_out_level,Successful_apps_at_DOL,Total_apps_at_DOL,Chance_at_DOL,Chance_with_First_choice,Animal,Sex,UnitCode,SeasonCode,Weapon,SeasonWeapon,DOL,Quota,Choice 1 Applicants,Dates,Notes,New,HD,hybrid,PLO,RFW,NoApps,nopoints,Valid GMUs,harvestunit,Total_Acres,Public_Acres,Public_Percent,Drawn_out_level24,Chance_at_DOL24,Drawn_out_level23,Chance_at_DOL23,Chance_at_DOLN,DOLE25,Chance_at_DOLN24,DOL24,DOLE24,Chance_at_DOLN23,DOL23,DOL3,DOLE23,slope,predictedDrawnOut,PredPrefPoints,Predpercent,PredPrefPercent
DF511P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,511,No Harvest Stats Available,384760,236507,61.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF741P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,741,No Harvest Stats Available,487967,15025,3.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM031P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,"31,32","No Harvest Stats Available,No Harvest Stats Available",1078287,561779,52.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM033P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,33,No Harvest Stats Available,450288,339388,75.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM040P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,"Landowner permission is advisable before applying. Most land is private.,Private Land Only",New,No,No,No,No,NA,N,40,No Harvest Stats Available,786772,458993,58.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM041P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,"41,42,421","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1574530,957437,60.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM052P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,"52,411,521","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1062146,690179,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM053P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,53,No Harvest Stats Available,418286,321541,76.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM060P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,60,No Harvest Stats Available,248568,207519,83.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM062P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,62,No Harvest Stats Available,1441839,1004509,69.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM063P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,63,No Harvest Stats Available,387568,191115,49.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM064P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,"64,65","No Harvest Stats Available,No Harvest Stats Available",979550,474704,48.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM069P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,"69,84,86,691,861","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2616016,933137,35.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM070P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,70,No Harvest Stats Available,1560511,1053575,67.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM071P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,"71,711","No Harvest Stats Available,No Harvest Stats Available",1372476,966689,70.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM072P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,"72,73","No Harvest Stats Available,No Harvest Stats Available",1893855,525765,27.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM074P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,74,No Harvest Stats Available,607210,525831,86.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM075P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,"75,751","No Harvest Stats Available,No Harvest Stats Available",1125998,628165,55.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM077P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,"77,78,771","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1706829,1025592,60.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM741P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 24-Nov. 1,Private Land Only,New,No,No,No,No,NA,N,741,No Harvest Stats Available,487967,15025,3.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF071P2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct.24-Nov. 1,Private Land Only See Brochure,New,No,No,No,No,NA,N,"71,711","No Harvest Stats Available,No Harvest Stats Available",1372476,966689,70.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF071P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only See Brochure,New,No,No,No,No,NA,N,"71,711","No Harvest Stats Available,No Harvest Stats Available",1372476,966689,70.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE003P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"3,4,5,14,214,301,441","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",3139801,1499273,47.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE011P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"11,12,13,22,23,24,211","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",4103062,2458283,59.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE015P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,15,No Harvest Stats Available,539743,351922,65.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE018P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"18,27,28,37,181,371","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2607017,1746064,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE025P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"25,26","No Harvest Stats Available,No Harvest Stats Available",514210,337701,65.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE034P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,34,No Harvest Stats Available,208574,191998,92.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE035P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"35,36,45,361","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1040280,836649,80.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE043P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"43,47,431,471","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1220926,967723,79.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE044P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,44,No Harvest Stats Available,406291,320001,78.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE131P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"131,231","No Harvest Stats Available,No Harvest Stats Available",409115,146923,35.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE444P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,444,No Harvest Stats Available,398337,262028,65.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF049P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"49,57","No Harvest Stats Available,No Harvest Stats Available",857256,624088,72.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF056P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,56,No Harvest Stats Available,253680,178123,70.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF060P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,60,No Harvest Stats Available,248568,207519,83.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF062P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,62,No Harvest Stats Available,1441839,1004509,69.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF069P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"69,84,86,691,861","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2616016,933137,35.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF070P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,70,No Harvest Stats Available,1560511,1053575,67.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF072P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,72,No Harvest Stats Available,991469,287760,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF075P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"75,751","No Harvest Stats Available,No Harvest Stats Available",1125998,628165,55.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF481P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,481,No Harvest Stats Available,298599,238190,79.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF511P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,511,No Harvest Stats Available,384760,236507,61.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF741P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,741,No Harvest Stats Available,487967,15025,3.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM031P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"31,32","No Harvest Stats Available,No Harvest Stats Available",1078287,561779,52.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM033P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,33,No Harvest Stats Available,450288,339388,75.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM040P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,"Landowner permission is advisable before applying. Most land is private.,Private Land Only",New,No,No,No,No,NA,N,40,No Harvest Stats Available,786772,458993,58.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM041P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"41,42,421","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1574530,957437,60.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM052P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"52,411,521","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1062146,690179,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM053P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,53,No Harvest Stats Available,418286,321541,76.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM060P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,60,No Harvest Stats Available,248568,207519,83.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM062P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,62,No Harvest Stats Available,1441839,1004509,69.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM063P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,63,No Harvest Stats Available,387568,191115,49.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM064P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"64,65","No Harvest Stats Available,No Harvest Stats Available",979550,474704,48.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM069P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"69,84,86,691,861","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2616016,933137,35.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM070P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,70,No Harvest Stats Available,1560511,1053575,67.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM071P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"71,711","No Harvest Stats Available,No Harvest Stats Available",1372476,966689,70.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM072P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"72,73","No Harvest Stats Available,No Harvest Stats Available",1893855,525765,27.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM074P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,74,No Harvest Stats Available,607210,525831,86.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM075P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"75,751","No Harvest Stats Available,No Harvest Stats Available",1125998,628165,55.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM077P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,"77,78,771","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1706829,1025592,60.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM741P3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 7-13,Private Land Only,New,No,No,No,No,NA,N,741,No Harvest Stats Available,487967,15025,3.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE003P4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 18-22,Private Land Only,New,No,No,No,No,NA,N,"3,301","No Harvest Stats Available,No Harvest Stats Available",1354872,553941,40.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE004P4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 18-22,Private Land Only,New,No,No,No,No,NA,N,"4,441","No Harvest Stats Available,No Harvest Stats Available",738213,298748,40.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE005P4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 18-22,Private Land Only,New,No,No,No,No,NA,N,5,No Harvest Stats Available,335226,199914,59.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE011P4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 18-22,Private Land Only,New,No,No,No,No,NA,N,"11,211","No Harvest Stats Available,No Harvest Stats Available",1147521,658775,57.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE012P4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 18-22,Private Land Only,New,No,No,No,No,NA,N,"12,13,23,24","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1880526,974342,51.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF072P4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 18-22,Private Land Only,New,No,No,No,No,NA,N,72,No Harvest Stats Available,991469,287760,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF075P4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 18-22,Private Land Only,New,No,No,No,No,NA,N,"75,751","No Harvest Stats Available,No Harvest Stats Available",1125998,628165,55.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF741P4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 18-22,Private Land Only,New,No,No,No,No,NA,N,741,No Harvest Stats Available,487967,15025,3.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM075P4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 18-22,Private Land Only,New,No,No,No,No,NA,N,"75,751","No Harvest Stats Available,No Harvest Stats Available",1125998,628165,55.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM077P4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 18-22,Private Land Only,New,No,No,No,No,NA,N,"77,78,771","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1706829,1025592,60.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM511P4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 18-22,Private Land Only,New,No,No,No,No,NA,N,511,No Harvest Stats Available,384760,236507,61.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM741P4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 18-22,Private Land Only,New,No,No,No,No,NA,N,741,No Harvest Stats Available,487967,15025,3.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF091P5X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(A) Oct. 1-23   (A) Nov. 4-30   (A) Dec. 15-31   (M) Oct. 10-18   (R) Oct. 24-Nov. 3   (R) Dec. 1-14   (R) Jan. 1-31,"Plains,Private Land Only See Brochure",New,No,No,No,No,NA,N,91,No Harvest Stats Available,85614,15353,17.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
